booking_id,date,year,month,month_name,season,day_of_week,day_name,is_weekend,is_public_holiday,time_slot,slot_hour,service_duration_mins,lead_time_days,customer_id,is_repeat_customer,is_cancelled,is_noshow,attended
BK00047,2024-01-31,2024,1,January,Winter,2,Wednesday,0,0,17:00,17,30,2,NC0194,0,1,0,0
BK00048,2024-02-01,2024,2,February,Winter,3,Thursday,0,0,09:00,9,60,2,NC0023,0,0,0,1
BK00049,2024-02-01,2024,2,February,Winter,3,Thursday,0,0,13:00,13,60,3,NC0065,0,0,0,1
BK00050,2024-02-01,2024,2,February,Winter,3,Thursday,0,0,18:00,18,60,0,NC0080,0,1,0,0
BK00051,2024-02-02,2024,2,February,Winter,4,Friday,0,0,11:00,11,60,3,NC0389,0,0,0,1
BK00052,2024-02-02,2024,2,February,Winter,4,Friday,0,0,14:00,14,30,4,RC0013,1,1,0,0
BK00053,2024-02-02,2024,2,February,Winter,4,Friday,0,0,15:00,15,45,2,RC0042,1,1,0,0
BK00054,2024-02-03,2024,2,February,Winter,5,Saturday,1,0,09:00,9,60,3,NC0074,0,0,0,1
BK00055,2024-02-03,2024,2,February,Winter,5,Saturday,1,0,16:00,16,45,2,NC0248,0,0,0,1
BK00056,2024-02-03,2024,2,February,Winter,5,Saturday,1,0,18:00,18,45,3,NC0203,0,0,0,1
BK00057,2024-02-03,2024,2,February,Winter,5,Saturday,1,0,19:00,19,90,7,NC0255,0,0,0,1
BK00058,2024-02-06,2024,2,February,Winter,1,Tuesday,0,0,09:00,9,45,5,NC0073,0,0,0,1
BK00059,2024-02-08,2024,2,February,Winter,3,Thursday,0,0,09:00,9,45,2,NC0070,0,0,0,1
BK00060,2024-02-08,2024,2,February,Winter,3,Thursday,0,0,18:00,18,90,1,NC0112,0,0,0,1
BK00061,2024-02-09,2024,2,February,Winter,4,Friday,0,0,11:00,11,90,7,RC0025,1,1,0,0
BK00062,2024-02-09,2024,2,February,Winter,4,Friday,0,0,12:00,12,45,0,NC0011,0,0,0,1
BK00063,2024-02-09,2024,2,February,Winter,4,Friday,0,0,18:00,18,60,0,NC0306,0,1,0,0
BK00064,2024-02-11,2024,2,February,Winter,6,Sunday,1,0,13:00,13,30,1,NC0228,0,0,1,0
BK00065,2024-02-11,2024,2,February,Winter,6,Sunday,1,0,14:00,14,45,6,NC0281,0,0,0,1
BK00066,2024-02-11,2024,2,February,Winter,6,Sunday,1,0,18:00,18,60,5,NC0394,0,0,0,1
BK00067,2024-02-13,2024,2,February,Winter,1,Tuesday,0,0,14:00,14,90,4,RC0055,1,0,0,1
BK00068,2024-02-13,2024,2,February,Winter,1,Tuesday,0,0,16:00,16,45,6,NC0115,0,0,0,1
BK00069,2024-02-13,2024,2,February,Winter,1,Tuesday,0,0,17:00,17,60,6,RC0055,1,0,0,1
BK00070,2024-02-13,2024,2,February,Winter,1,Tuesday,0,0,18:00,18,30,1,NC0356,0,0,0,1
BK00071,2024-02-14,2024,2,February,Winter,2,Wednesday,0,0,09:00,9,30,4,NC0290,0,0,0,1
BK00072,2024-02-14,2024,2,February,Winter,2,Wednesday,0,0,16:00,16,30,0,RC0021,1,0,0,1
BK00073,2024-02-15,2024,2,February,Winter,3,Thursday,0,0,14:00,14,45,1,NC0393,0,0,1,0
BK00074,2024-02-15,2024,2,February,Winter,3,Thursday,0,0,19:00,19,45,1,NC0022,0,1,0,0
BK00075,2024-02-16,2024,2,February,Winter,4,Friday,0,0,16:00,16,90,5,NC0236,0,1,0,0
BK00076,2024-02-17,2024,2,February,Winter,5,Saturday,1,0,10:00,10,45,5,NC0040,0,0,0,1
BK00077,2024-02-17,2024,2,February,Winter,5,Saturday,1,0,11:00,11,45,7,NC0331,0,1,0,0
BK00078,2024-02-17,2024,2,February,Winter,5,Saturday,1,0,12:00,12,30,6,NC0390,0,0,0,1
BK00079,2024-02-18,2024,2,February,Winter,6,Sunday,1,0,09:00,9,30,2,NC0162,0,0,0,1
BK00080,2024-02-19,2024,2,February,Winter,0,Monday,0,0,15:00,15,90,5,RC0014,1,1,0,0
BK00081,2024-02-19,2024,2,February,Winter,0,Monday,0,0,17:00,17,45,2,NC0225,0,0,0,1
BK00082,2024-02-20,2024,2,February,Winter,1,Tuesday,0,0,10:00,10,30,0,NC0172,0,0,0,1
BK00083,2024-02-20,2024,2,February,Winter,1,Tuesday,0,0,19:00,19,60,3,RC0043,1,0,0,1
BK00084,2024-02-22,2024,2,February,Winter,3,Thursday,0,0,13:00,13,45,1,RC0080,1,0,0,1
BK00085,2024-02-22,2024,2,February,Winter,3,Thursday,0,0,16:00,16,45,2,NC0230,0,0,0,1
BK00086,2024-02-22,2024,2,February,Winter,3,Thursday,0,0,18:00,18,45,7,NC0293,0,0,0,1
BK00087,2024-02-23,2024,2,February,Winter,4,Friday,0,0,12:00,12,30,3,RC0062,1,0,0,1
BK00088,2024-02-23,2024,2,February,Winter,4,Friday,0,0,15:00,15,30,5,NC0076,0,0,0,1
BK00089,2024-02-24,2024,2,February,Winter,5,Saturday,1,0,09:00,9,90,5,RC0013,1,1,0,0
BK00090,2024-02-24,2024,2,February,Winter,5,Saturday,1,0,10:00,10,90,7,NC0357,0,0,0,1
BK00091,2024-02-24,2024,2,February,Winter,5,Saturday,1,0,16:00,16,30,4,NC0319,0,0,0,1
BK00092,2024-02-25,2024,2,February,Winter,6,Sunday,1,0,10:00,10,60,14,NC0035,0,0,0,1
BK00093,2024-02-25,2024,2,February,Winter,6,Sunday,1,0,11:00,11,120,5,NC0023,0,0,1,0
BK00094,2024-02-25,2024,2,February,Winter,6,Sunday,1,0,19:00,19,90,6,RC0023,1,0,0,1
BK00095,2024-02-26,2024,2,February,Winter,0,Monday,0,0,09:00,9,45,0,NC0235,0,0,0,1
BK00096,2024-02-26,2024,2,February,Winter,0,Monday,0,0,15:00,15,60,2,NC0147,0,0,0,1
BK00097,2024-02-27,2024,2,February,Winter,1,Tuesday,0,0,15:00,15,45,3,NC0093,0,1,0,0
BK00098,2024-02-27,2024,2,February,Winter,1,Tuesday,0,0,17:00,17,45,0,NC0219,0,0,0,1
BK00099,2024-02-28,2024,2,February,Winter,2,Wednesday,0,0,12:00,12,90,2,NC0208,0,0,0,1
BK00100,2024-02-28,2024,2,February,Winter,2,Wednesday,0,0,13:00,13,30,0,NC0225,0,0,0,1
BK00101,2024-02-29,2024,2,February,Winter,3,Thursday,0,0,15:00,15,90,3,NC0256,0,1,0,0
BK00102,2024-02-29,2024,2,February,Winter,3,Thursday,0,0,18:00,18,45,5,NC0356,0,1,0,0
BK00103,2024-03-01,2024,3,March,Spring,4,Friday,0,0,12:00,12,60,4,NC0164,0,0,0,1
BK00104,2024-03-01,2024,3,March,Spring,4,Friday,0,0,14:00,14,60,4,NC0359,0,0,0,1
BK00105,2024-03-01,2024,3,March,Spring,4,Friday,0,0,17:00,17,60,0,NC0283,0,1,0,0
BK00106,2024-03-01,2024,3,March,Spring,4,Friday,0,0,18:00,18,60,2,NC0246,0,0,1,0
BK00107,2024-03-02,2024,3,March,Spring,5,Saturday,1,0,10:00,10,90,2,NC0177,0,0,0,1
BK00108,2024-03-02,2024,3,March,Spring,5,Saturday,1,0,12:00,12,60,5,RC0008,1,0,0,1
BK00109,2024-03-02,2024,3,March,Spring,5,Saturday,1,0,13:00,13,60,10,NC0266,0,0,0,1
BK00110,2024-03-02,2024,3,March,Spring,5,Saturday,1,0,19:00,19,90,4,NC0310,0,1,0,0
BK00111,2024-03-03,2024,3,March,Spring,6,Sunday,1,0,10:00,10,90,5,NC0395,0,0,0,1
BK00112,2024-03-03,2024,3,March,Spring,6,Sunday,1,0,14:00,14,60,3,NC0248,0,0,0,1
BK00113,2024-03-04,2024,3,March,Spring,0,Monday,0,0,18:00,18,90,4,NC0082,0,0,0,1
BK00114,2024-03-04,2024,3,March,Spring,0,Monday,0,0,19:00,19,30,2,NC0240,0,1,0,0
BK00115,2024-03-05,2024,3,March,Spring,1,Tuesday,0,0,15:00,15,60,4,RC0018,1,0,0,1
BK00116,2024-03-06,2024,3,March,Spring,2,Wednesday,0,0,12:00,12,90,2,RC0048,1,0,0,1
BK00117,2024-03-06,2024,3,March,Spring,2,Wednesday,0,0,15:00,15,30,3,RC0043,1,0,0,1
BK00118,2024-03-08,2024,3,March,Spring,4,Friday,0,0,10:00,10,45,5,NC0318,0,0,0,1
BK00119,2024-03-11,2024,3,March,Spring,0,Monday,0,0,18:00,18,30,1,NC0301,0,0,0,1
BK00120,2024-03-12,2024,3,March,Spring,1,Tuesday,0,0,09:00,9,120,10,NC0003,0,1,0,0
BK00121,2024-03-12,2024,3,March,Spring,1,Tuesday,0,0,17:00,17,45,2,NC0334,0,0,0,1
BK00122,2024-03-12,2024,3,March,Spring,1,Tuesday,0,0,19:00,19,30,5,NC0091,0,0,0,1
BK00123,2024-03-13,2024,3,March,Spring,2,Wednesday,0,0,09:00,9,30,6,NC0149,0,0,0,1
BK00124,2024-03-13,2024,3,March,Spring,2,Wednesday,0,0,11:00,11,90,3,NC0279,0,0,0,1
BK00125,2024-03-14,2024,3,March,Spring,3,Thursday,0,0,09:00,9,60,5,NC0208,0,1,0,0
BK00126,2024-03-14,2024,3,March,Spring,3,Thursday,0,0,11:00,11,45,0,RC0042,1,0,0,1
BK00127,2024-03-15,2024,3,March,Spring,4,Friday,0,0,13:00,13,60,1,NC0245,0,0,0,1
BK00128,2024-03-15,2024,3,March,Spring,4,Friday,0,0,18:00,18,45,0,RC0077,1,0,1,0
BK00129,2024-03-16,2024,3,March,Spring,5,Saturday,1,0,13:00,13,45,7,NC0229,0,0,0,1
BK00130,2024-03-16,2024,3,March,Spring,5,Saturday,1,0,15:00,15,30,3,NC0382,0,0,0,1
BK00131,2024-03-16,2024,3,March,Spring,5,Saturday,1,0,17:00,17,45,1,NC0242,0,0,0,1
BK00132,2024-03-17,2024,3,March,Spring,6,Sunday,1,0,09:00,9,120,4,NC0196,0,0,1,0
BK00133,2024-03-17,2024,3,March,Spring,6,Sunday,1,0,12:00,12,60,2,NC0061,0,0,0,1
BK00134,2024-03-17,2024,3,March,Spring,6,Sunday,1,0,13:00,13,60,4,RC0003,1,0,0,1
BK00135,2024-03-17,2024,3,March,Spring,6,Sunday,1,0,17:00,17,90,5,NC0215,0,0,0,1
BK00136,2024-03-18,2024,3,March,Spring,0,Monday,0,0,09:00,9,60,3,NC0206,0,0,0,1
BK00137,2024-03-18,2024,3,March,Spring,0,Monday,0,0,10:00,10,60,5,NC0120,0,0,0,1
BK00138,2024-03-18,2024,3,March,Spring,0,Monday,0,0,14:00,14,45,3,NC0114,0,0,0,1
BK00139,2024-03-18,2024,3,March,Spring,0,Monday,0,0,16:00,16,120,3,NC0285,0,0,0,1
BK00140,2024-03-18,2024,3,March,Spring,0,Monday,0,0,19:00,19,60,1,RC0031,1,0,0,1
BK00141,2024-03-19,2024,3,March,Spring,1,Tuesday,0,0,17:00,17,30,3,NC0371,0,1,0,0
BK00142,2024-03-20,2024,3,March,Spring,2,Wednesday,0,0,18:00,18,60,2,RC0066,1,0,0,1
BK00143,2024-03-21,2024,3,March,Spring,3,Thursday,0,0,14:00,14,60,3,RC0073,1,0,0,1
BK00144,2024-03-22,2024,3,March,Spring,4,Friday,0,0,13:00,13,60,4,RC0010,1,0,0,1
BK00145,2024-03-22,2024,3,March,Spring,4,Friday,0,0,14:00,14,45,1,NC0005,0,1,0,0
BK00146,2024-03-24,2024,3,March,Spring,6,Sunday,1,0,10:00,10,90,5,NC0042,0,0,0,1
BK00147,2024-03-24,2024,3,March,Spring,6,Sunday,1,0,13:00,13,60,7,NC0331,0,0,0,1
BK00148,2024-03-24,2024,3,March,Spring,6,Sunday,1,0,16:00,16,30,5,RC0036,1,0,0,1
BK00149,2024-03-25,2024,3,March,Spring,0,Monday,0,0,19:00,19,45,0,NC0178,0,0,0,1
BK00150,2024-03-26,2024,3,March,Spring,1,Tuesday,0,0,19:00,19,30,3,NC0127,0,1,0,0
BK00151,2024-03-28,2024,3,March,Spring,3,Thursday,0,0,19:00,19,45,2,NC0370,0,1,0,0
BK00152,2024-03-29,2024,3,March,Spring,4,Friday,0,1,10:00,10,60,3,NC0169,0,0,0,1
BK00153,2024-03-29,2024,3,March,Spring,4,Friday,0,1,11:00,11,45,1,RC0078,1,0,0,1
BK00154,2024-03-29,2024,3,March,Spring,4,Friday,0,1,12:00,12,90,10,NC0252,0,0,0,1
BK00155,2024-03-29,2024,3,March,Spring,4,Friday,0,1,14:00,14,45,4,NC0103,0,0,0,1
BK00156,2024-03-30,2024,3,March,Spring,5,Saturday,1,0,16:00,16,60,5,NC0246,0,0,0,1
BK00157,2024-03-30,2024,3,March,Spring,5,Saturday,1,0,18:00,18,45,10,NC0360,0,0,1,0
BK00158,2024-03-31,2024,3,March,Spring,6,Sunday,1,0,10:00,10,60,5,NC0023,0,0,0,1
BK00159,2024-03-31,2024,3,March,Spring,6,Sunday,1,0,11:00,11,45,0,NC0055,0,0,0,1
BK00160,2024-04-01,2024,4,April,Spring,0,Monday,0,1,09:00,9,90,1,RC0054,1,0,0,1
BK00161,2024-04-01,2024,4,April,Spring,0,Monday,0,1,10:00,10,60,3,NC0267,0,0,0,1
BK00162,2024-04-01,2024,4,April,Spring,0,Monday,0,1,11:00,11,60,5,RC0022,1,0,0,1
BK00163,2024-04-01,2024,4,April,Spring,0,Monday,0,1,12:00,12,60,0,NC0203,0,1,0,0
BK00164,2024-04-01,2024,4,April,Spring,0,Monday,0,1,14:00,14,60,2,NC0106,0,0,0,1
BK00165,2024-04-02,2024,4,April,Spring,1,Tuesday,0,0,18:00,18,30,3,NC0044,0,0,0,1
BK00166,2024-04-03,2024,4,April,Spring,2,Wednesday,0,0,11:00,11,90,7,NC0356,0,0,0,1
BK00167,2024-04-03,2024,4,April,Spring,2,Wednesday,0,0,18:00,18,45,2,RC0050,1,0,0,1
BK00168,2024-04-04,2024,4,April,Spring,3,Thursday,0,0,10:00,10,60,2,RC0029,1,0,0,1
BK00169,2024-04-04,2024,4,April,Spring,3,Thursday,0,0,14:00,14,60,2,RC0070,1,1,0,0
BK00170,2024-04-04,2024,4,April,Spring,3,Thursday,0,0,18:00,18,60,1,NC0385,0,1,0,0
BK00171,2024-04-04,2024,4,April,Spring,3,Thursday,0,0,19:00,19,90,1,NC0045,0,0,0,1
BK00172,2024-04-05,2024,4,April,Spring,4,Friday,0,0,11:00,11,60,3,NC0324,0,0,0,1
BK00173,2024-04-05,2024,4,April,Spring,4,Friday,0,0,16:00,16,45,2,NC0150,0,0,0,1
BK00174,2024-04-05,2024,4,April,Spring,4,Friday,0,0,18:00,18,90,5,NC0211,0,0,0,1
BK00175,2024-04-06,2024,4,April,Spring,5,Saturday,1,0,09:00,9,90,6,NC0127,0,0,0,1
BK00176,2024-04-06,2024,4,April,Spring,5,Saturday,1,0,11:00,11,60,10,NC0356,0,0,0,1
BK00177,2024-04-06,2024,4,April,Spring,5,Saturday,1,0,12:00,12,120,2,NC0376,0,0,0,1
BK00178,2024-04-06,2024,4,April,Spring,5,Saturday,1,0,15:00,15,45,4,NC0109,0,0,0,1
BK00179,2024-04-06,2024,4,April,Spring,5,Saturday,1,0,16:00,16,90,10,NC0176,0,1,0,0
BK00180,2024-04-06,2024,4,April,Spring,5,Saturday,1,0,19:00,19,30,4,NC0081,0,0,0,1
BK00181,2024-04-07,2024,4,April,Spring,6,Sunday,1,0,10:00,10,90,7,NC0082,0,1,0,0
BK00182,2024-04-08,2024,4,April,Spring,0,Monday,0,0,16:00,16,60,0,NC0074,0,0,1,0
BK00183,2024-04-08,2024,4,April,Spring,0,Monday,0,0,17:00,17,45,2,RC0020,1,1,0,0
BK00184,2024-04-09,2024,4,April,Spring,1,Tuesday,0,0,11:00,11,60,3,NC0128,0,0,0,1
BK00185,2024-04-11,2024,4,April,Spring,3,Thursday,0,0,16:00,16,45,4,NC0276,0,0,0,1
BK00186,2024-04-11,2024,4,April,Spring,3,Thursday,0,0,17:00,17,45,1,NC0275,0,0,0,1
BK00187,2024-04-12,2024,4,April,Spring,4,Friday,0,0,10:00,10,30,5,NC0337,0,0,0,1
BK00188,2024-04-12,2024,4,April,Spring,4,Friday,0,0,11:00,11,90,3,NC0268,0,0,0,1
BK00189,2024-04-12,2024,4,April,Spring,4,Friday,0,0,15:00,15,45,5,NC0172,0,1,0,0
BK00190,2024-04-12,2024,4,April,Spring,4,Friday,0,0,18:00,18,30,1,NC0086,0,1,0,0
BK00191,2024-04-13,2024,4,April,Spring,5,Saturday,1,0,10:00,10,30,0,RC0006,1,0,0,1
BK00192,2024-04-13,2024,4,April,Spring,5,Saturday,1,0,10:00,10,120,5,NC0019,0,0,0,1
BK00193,2024-04-13,2024,4,April,Spring,5,Saturday,1,0,12:00,12,30,14,RC0067,1,0,0,1
BK00194,2024-04-13,2024,4,April,Spring,5,Saturday,1,0,15:00,15,45,5,NC0379,0,0,0,1
BK00195,2024-04-13,2024,4,April,Spring,5,Saturday,1,0,17:00,17,30,7,NC0390,0,0,1,0
BK00196,2024-04-14,2024,4,April,Spring,6,Sunday,1,0,10:00,10,45,6,RC0049,1,0,0,1
BK00197,2024-04-14,2024,4,April,Spring,6,Sunday,1,0,12:00,12,90,4,NC0267,0,0,0,1
BK00198,2024-04-14,2024,4,April,Spring,6,Sunday,1,0,18:00,18,30,3,NC0067,0,0,0,1
BK00199,2024-04-15,2024,4,April,Spring,0,Monday,0,0,16:00,16,90,1,RC0034,1,0,0,1
BK00200,2024-04-15,2024,4,April,Spring,0,Monday,0,0,18:00,18,30,0,NC0076,0,0,0,1
BK00201,2024-04-16,2024,4,April,Spring,1,Tuesday,0,0,14:00,14,60,1,NC0114,0,0,0,1
BK00202,2024-04-16,2024,4,April,Spring,1,Tuesday,0,0,17:00,17,30,7,NC0012,0,0,0,1
BK00203,2024-04-16,2024,4,April,Spring,1,Tuesday,0,0,18:00,18,90,0,NC0170,0,1,0,0
BK00204,2024-04-17,2024,4,April,Spring,2,Wednesday,0,0,18:00,18,30,2,RC0053,1,0,0,1
BK00205,2024-04-18,2024,4,April,Spring,3,Thursday,0,0,10:00,10,120,5,NC0279,0,0,0,1
BK00206,2024-04-18,2024,4,April,Spring,3,Thursday,0,0,18:00,18,60,2,NC0242,0,0,0,1
BK00207,2024-04-18,2024,4,April,Spring,3,Thursday,0,0,19:00,19,60,2,NC0137,0,0,0,1
BK00208,2024-04-19,2024,4,April,Spring,4,Friday,0,0,15:00,15,90,4,RC0041,1,1,0,0
BK00209,2024-04-19,2024,4,April,Spring,4,Friday,0,0,18:00,18,90,4,RC0025,1,0,0,1
BK00210,2024-04-20,2024,4,April,Spring,5,Saturday,1,0,10:00,10,45,1,NC0166,0,0,0,1
BK00211,2024-04-20,2024,4,April,Spring,5,Saturday,1,0,10:00,10,120,4,RC0047,1,0,0,1
BK00212,2024-04-20,2024,4,April,Spring,5,Saturday,1,0,11:00,11,45,5,NC0250,0,0,0,1
BK00213,2024-04-20,2024,4,April,Spring,5,Saturday,1,0,16:00,16,45,10,RC0001,1,0,0,1
BK00214,2024-04-20,2024,4,April,Spring,5,Saturday,1,0,17:00,17,45,3,NC0314,0,0,0,1
BK00215,2024-04-21,2024,4,April,Spring,6,Sunday,1,0,10:00,10,90,7,NC0046,0,0,0,1
BK00216,2024-04-21,2024,4,April,Spring,6,Sunday,1,0,14:00,14,45,10,RC0054,1,0,0,1
BK00217,2024-04-22,2024,4,April,Spring,0,Monday,0,0,10:00,10,120,2,NC0048,0,0,0,1
BK00218,2024-04-23,2024,4,April,Spring,1,Tuesday,0,0,10:00,10,45,1,RC0071,1,0,0,1
BK00219,2024-04-23,2024,4,April,Spring,1,Tuesday,0,0,14:00,14,30,3,RC0038,1,0,0,1
BK00220,2024-04-23,2024,4,April,Spring,1,Tuesday,0,0,16:00,16,90,1,NC0199,0,0,0,1
BK00221,2024-04-23,2024,4,April,Spring,1,Tuesday,0,0,17:00,17,30,2,RC0029,1,0,0,1
BK00222,2024-04-24,2024,4,April,Spring,2,Wednesday,0,0,11:00,11,60,3,RC0050,1,0,0,1
BK00223,2024-04-24,2024,4,April,Spring,2,Wednesday,0,0,14:00,14,60,0,NC0366,0,0,0,1
BK00224,2024-04-24,2024,4,April,Spring,2,Wednesday,0,0,16:00,16,120,1,NC0230,0,0,0,1
BK00225,2024-04-24,2024,4,April,Spring,2,Wednesday,0,0,19:00,19,30,5,RC0041,1,0,0,1
BK00226,2024-04-25,2024,4,April,Spring,3,Thursday,0,0,10:00,10,60,4,RC0002,1,0,0,1
BK00227,2024-04-25,2024,4,April,Spring,3,Thursday,0,0,11:00,11,30,3,RC0013,1,0,0,1
BK00228,2024-04-26,2024,4,April,Spring,4,Friday,0,0,09:00,9,90,0,RC0035,1,0,0,1
BK00229,2024-04-26,2024,4,April,Spring,4,Friday,0,0,12:00,12,60,2,NC0069,0,0,0,1
BK00230,2024-04-27,2024,4,April,Spring,5,Saturday,1,0,13:00,13,90,4,NC0259,0,0,0,1
BK00231,2024-04-27,2024,4,April,Spring,5,Saturday,1,0,17:00,17,30,6,RC0021,1,0,0,1
BK00232,2024-04-27,2024,4,April,Spring,5,Saturday,1,0,18:00,18,60,0,NC0263,0,0,1,0
BK00233,2024-04-28,2024,4,April,Spring,6,Sunday,1,0,13:00,13,30,4,NC0179,0,0,0,1
BK00234,2024-04-28,2024,4,April,Spring,6,Sunday,1,0,16:00,16,60,5,NC0192,0,0,0,1
BK00235,2024-04-30,2024,4,April,Spring,1,Tuesday,0,0,18:00,18,30,4,RC0022,1,1,0,0
BK00236,2024-04-30,2024,4,April,Spring,1,Tuesday,0,0,19:00,19,45,0,RC0072,1,1,0,0
BK00237,2024-05-01,2024,5,May,Spring,2,Wednesday,0,0,18:00,18,30,0,NC0078,0,0,0,1
BK00238,2024-05-02,2024,5,May,Spring,3,Thursday,0,0,10:00,10,45,1,NC0399,0,0,0,1
BK00239,2024-05-02,2024,5,May,Spring,3,Thursday,0,0,11:00,11,90,1,RC0027,1,0,0,1
BK00240,2024-05-02,2024,5,May,Spring,3,Thursday,0,0,12:00,12,60,3,NC0325,0,0,1,0
BK00241,2024-05-02,2024,5,May,Spring,3,Thursday,0,0,19:00,19,30,1,NC0177,0,0,0,1
BK00242,2024-05-03,2024,5,May,Spring,4,Friday,0,0,14:00,14,30,2,NC0251,0,0,0,1
